AirlineID	Name	IATA	ICAO	Country
5351	Volare Airlines	VE	VLE	Italy
5352	Vueling Airlines	VY	VLG	Spain
5353	Vladivostok Air	XF	VLK	Russia
5354	Varig Log	LC	VLO	Brazil
5360	Virgin Australia	VA	VOZ	Australia
5368	VRG Linhas Aereas	RG	VRN	Brazil
5373	VASP	VP	VSP	Brazil
5383	VLM Airlines	VG	VLM	Belgium
5399	WebJet Linhas A	WJ	WEB	Brazil
5401	Welcome Air	2W	WLC	Austria
5416	WestJet	WS	WJA	Canada
5424	Western Airlines	WA	WAL	United States
5439	Widerøe	WF	WIF	Norway
5447	Wind Jet	IV	JET	Italy
5451	Wings Air	IW	WON	Indonesia
5461	Wizz Air	W6	WZZ	Hungary
5462	Wizz Air Hungary	8Z	WVL	Bulgaria
5465	World Airways	WO	WOA	United States
5479	XL Airways France	SE	SEU	France
5484	Xiamen Airlines	MF	CXA	China
5492	Yamal Airlines	YL	LLM	Russia
5496	Yemenia	IY	IYE	Yemen
5523	Zoom Airlines	Z4	OOM	Canada
5584	Sky Express	XW	SXR	Russia
5651	Royal Air Cambodge	VJ	RAC	Cambodia
5982	Air Busan	BX	ABL	Republic of Korea
6196	Globus	GH	GLP	Russia
6222	Air Kazakhstan	9Y	KZK	Kazakhstan
6557	Japan Air System	JD	JAS	Japan
8463	United Airways	4H	UBD	Bangladesh
8576	Fly540	5H	FFV	Kenya
8745	Transavia France	TO	TVF	France
8809	Island Air (WP)	WP	MKU	United States
9082	Uni Air	B7	UIA	Taiwan
9239	Red Wings	WZ	RWZ	Russia
9343	Felix Airways	FU	FXX	Yemen
9344	Kostromskie avialinii	K1	KOQ	Russia
9373	Greenfly	XX	GFY	Spain
9577	ELK Airways	--	ELK	Estonia
9620	Gabon Airlines	GY	GBK	Gabon
9656	Maldivo Airlines	ML	MAV	Maldives
9666	Virgin Pacific	VH	VNP	Fiji
9809	Eastar Jet	ZE	ESR	South Korea
9810	Jin Air	LJ	JNA	South Korea
9825	Baltic Air lines	B1	BA1	Latvia
9828	Ciel Canadien	YC	YCC	Canada
9829	Canadian National Airways	CN	YCP	Canada
9833	Epic Holiday	FA	4AA	United States
10114	Line Blue	L8	LBL	Germany
10123	Texas Wings	TQ	TXW	United States
10128	Dennis Sky	DH	DSY	Israel
10226	Atifly	A1	A1F	United States
10673	CanXpress	C1	CA1	Canada
10675	Sharp Airlines	SH	SHA	Australia
10683	CanXplorer	C2	CAP	Canada
10735	World Experience Airline	W1	WE1	Canada
10748	Locair	ZQ	LOC	United States
10765	SeaPort Airlines	K5	SQH	United States
10800	Star1 Airlines	V9	HCW	Lithuania
10955	MexicanaLink	I6	MXI	Mexico
10960	Island Spirit	IP	ISX	Iceland
11755	Regional Paraguaya	P7	REP	Paraguay
11811	AlMasria Universal Airlines	UJ	LMU	Egypt
11816	KoralBlue Airlines	K7	KBR	Egypt
11823	Elysian Airlines	E4	GIE	Cameroon
11834	Hellenic Imperial Airways	HT	IMP	Greece
11836	Amsterdam Airlines	WD	AAN	Netherlands
11838	Arik Niger	Q9	NAK	Niger
11840	STP Airways	8F	STP	Sao Tome and Principe
11850	Skyjet Airlines	UQ	SJU	Uganda
11857	Royal Falcon	RL	RFJ	Jordan
11873	Euroline	4L	MJX	Georgia
11948	Viking Hellas	VQ	VKH	Greece
12962	Gadair European Airlines	GP	GDR	Spain
12965	Spirit of Manila Airlines	SM	MNP	Philippines
12975	Chongqing Airlines	OQ	CQN	China
12978	West Air China	PN	CHB	China
12997	QatXpress	C3	QAX	Qatar
13076	OneChina	1C	1CH	China
13089	Joy Air	JR	JOY	China
13303	Parmiss Airlines (IPV)	PA	IPV	Iran
13304	EuropeSky	ES	EUV	Germany
13306	BRAZIL AIR	GB	BZE	Brazil
13335	Homer Air	MR	OME	Germany
13633	PanAm World Airways	WQ	PQW	United States
13690	Virginwings	YY	VWA	Germany
13704	KSY	KY	KSY	Greece
13732	Buquebus Líneas Aéreas	BQ	BQB	Uruguay
13734	SOCHI AIR	CQ	KOL	Russia
13757	Wizz Air Ukraine	WU	WAU	Ukraine
13781	88	47	VVN	Cyprus
13815	LCM AIRLINES	LQ	LMM	Russia
13947	Tom\\'s & co airliners	&T	T&O	France
13983	Azul	AD	AZU	Brazil
14061	LSM Airlines	PQ	LOO	Russia
14094	LionXpress	C4	LIX	Cameroon
14485	Fly Dubai	FZ	FDB	United Arab Emirates
14620	Domenican Airlines	D1	MDO	Dominican Republic
14849	Aereonautica militare	JY	AXZ	Italy
14881	LSM AIRLINES 	YZ	YZZ	Russia
15867	Zabaykalskii Airlines	ZP	ZZZ	Russia
15893	Marysya Airlines	M4	1QA	Russia
15975	Black Stallion Airways	BZ	BSA	United States
15984	German International Air Lines	GM	GER	Germany
15985	TrasBrasil	TB	TBZ	Brazil
15989	TransBrasil Airlines	TH	THS	Brazil
16103	Air Mekong	P8	MKG	Vietnam
16116	Air Hamburg (AHO)	HH	AHO	Germany
16120	ZABAIKAL AIRLINES	Z6	ZTT	Russia
16127	TransHolding	TI	THI	Brazil
16139	Serbian Airlines	S1	SA1	Serbia
16150	TransHolding System	YO	TYS	Brazil
16151	CCML Airlines	CB	CCC	Colombia
16234	Fly Brasil	F1	FBL	Brazil
16261	CB Airways UK ( Interliging Flights )	1F	CIF	United Kingdom
16262	Fly Colombia ( Interliging Flights )	3F	3FF	Colombia
16264	Trans Pas Air	T6	TP6	United States
16323	Himalayan Airlines	HC	HYM	Nepal
16327	Indya Airline Group	G1	IG1	India
16359	Japan Regio	ZX	ZXY	Japan
16459	Sky Regional	RS	SKV	Canada
16507	LSM International 	II	UWW	Russia
16508	Baikotovitchestrian Airlines 	BU	BUU	American Samoa
16511	Luchsh Airlines 	L4	LJJ	Russia
16615	Mongolian International Air Lines 	7M	ZTF	Mongolia
16624	Tway Airlines	TW	TWB	South Korea
16628	Jusur airways	JX	JSR	Egypt
16645	NEXT Brasil	XB	NXB	Brazil
16660	AeroWorld 	W4	WER	Russia
16702	Usa Sky Cargo	E1	ES2	United States
16707	Hankook Airline	HN	HNX	South Korea
16725	Marusya Airways	Y8	MRS	Russia
16726	Era Alaska	7H	ERR	United States
16728	AirRussia	R8	RRJ	Russia
16735	Hankook Air US	H1	HA1	United States
16796	I-Fly	H5	RSY	Russia
16837	VickJet	KT	VKJ	France
16860	Salsa d\\'Haiti	SO	SLC	Haiti
16901	12 North	12	N12	India
16942	Mauritania Airlines International	L6	MAI	Mauritania
16956	MAT Airways	6F	MKD	Macedonia
16960	Asian Wings Airways	AW	AWM	Burma
16963	Air Arabia Egypt	E5	RBG	Egypt
17022	Orchid Airlines	OI	ORC	Australia
17023	Asia Wings	Y5	AWA	Kazakhstan
17083	Nile Air	NP	NIA	Egypt
17094	Senegal Airlines	DN	SGG	Senegal
17115	Copenhagen Express	0X	CX0	Denmark
17408	BusinessAir	8B	BCC	Thailand
17571	Sky Wing Pacific	C7	CR7	South Korea
17574	Air Indus	PP	AI0	Pakistan
17750	Aviabus	U1	ABI	Russia
17780	Michael Airlines	DF	MJG	Puerto Rico
17786	Korongo Airlines	ZC	KGO	Congo (Kinshasa)
17794	Indonesia Sky	I5	IDS	Indonesia
17841	Aws express	B0	666	United States
17859	Southjet	76	SJS	United States
17860	Southjet connect	77	ZCS	United States
17862	Southjet cargo	78	XAN	United States
17881	Iberia Express	I2	IBS	Spain
17890	Nordic Global Airlines	NJ	NGB	Finland
17891	Scoot	TZ	SCO	Singapore
17935	Zenith International Airline	ZN	ZNA	Thailand
17936	Orbit Airlines Azerbaijan	O1	OAB	Azerbaijan
18178	Vision Airlines (V2)	V2	RBY	United States
18239	Yellowtail	YE	YEL	United States
18241	Royal Airways	KG	RAW	United States
18252	FlyHigh Airlines Ireland (FH)	FH	FHI	Ireland
18529	T.J. Air	TJ	TJA	United States
18700	SOCHI AIR CHATER	Q3	QER	Russia
18732	Malindo Air	OD	MXD	Malaysia
18930	Maryland Air	M1	M1F	United States
18946	VivaColombia	5Z	VVC	Colombia
19016	Apache Air	ZM	IWA	United States
19030	Jettor Airlines	NR	JTO	Hong Kong
19287	National Air Cargo	N8	NCR	United States
19290	Eastern Atlantic Virtual Airlines	13	EAV	United States
19361	Snowbird Airlines	S8	SBD	Finland
19367	Kharkiv Airlines	KH	KHK	Ukraine
19433	XAIR USA	XA	XAU	United States
19473	XPTO	XP	XPT	Portugal
19582	Air Serbia	JU	ASL	Serbia
19610	Air Lituanica	LT	LTU	Lithuania
19674	Rainbow Air (RAI)	RN	RAB	United States
19675	Rainbow Air Canada	RY	RAY	Canada
19676	Rainbow Air Polynesia	RX	RPO	United States
19677	Rainbow Air Euro	RU	RUE	United Kingdom
19678	Rainbow Air US	RM	RNY	United States
19751	Dobrolet	QD	DOB	Russia
19774	Spike Airlines	S0	SAL	United States
19803	All Argentina	L1	AL1	Argentina
19804	All America	A2	AL2	United States
19805	All Asia	L9	AL3	China
19806	All Africa	9A	99F	South Africa
19807	Regionalia México	N4	J88	Mexico
19808	All Europe	N9	N99	United Kingdom
19809	All Spain	N7	N77	Spain
19810	Regional Air Iceland	9N	N78	Iceland
19812	Voestar	8K	K88	Brazil
19813	All Colombia	7O	7KK	Colombia
19814	Regionalia Uruguay	2X	2K2	Uruguay
19815	Regionalia Venezuela	9X	9XX	Venezuela
19827	Regionalia Chile	9J	CR1	Chile
19828	Vuela Cuba	6C	6CC	Cuba
19830	All Australia	88	8K8	Australia
19831	Fly Europa	ER	RWW	Spain
19834	FlyPortugal	PO	FPT	Portugal
19886	Spring Airlines Japan	IJ	SJO	Japan
19890	Dense Airways	KP	DWA	United States
19891	Dense Connection	KZ	DC2	United States
19908	Vuola Italia	4S	VI4	Italy
19928	All Argentina Express	Z0	Z9H	Argentina
19970	All America AR	2R	M7A	Argentina
19971	All America CL	1R	R1R	Chile
19974	SOCHI AIR EXPRESS	Q4	SAE	Russia
19977	All America BR	1Y	A9B	Brazil
20004	Volotea Costa Rica	9V	VC9	Costa Rica
20017	Fly Romania	X5	OTJ	Romania
20073	All America CO	0Y	7ZC	Colombia
20074	All America MX	0M	0MM	Mexico
20110	FOX Linhas Aereas	FX	FOX	Brazil
20144	Via Conectia Airlines	6V	CZV	Uruguay
20160	City Airways	E8	GTA	Thailand
20170	Norwegian Long Haul AS	DU	NLH	Norway
20207	TransNusa Air	M8	TNU	Indonesia
20218	Tomp Airlines	ZT	T9P	Chile
20224	Global Airlines	0G	GA0	Argentina
20264	Air Vistara	UK	VTI	India
20268	TransRussiaAirlines	1E	RGG	Russia
20282	REXAIR VIRTUEL	RR	RXR	France
20285	WestJet Encore	WR	WEN	Canada
20286	Air Pegasus	OP	PPL	India
20288	International Europe	9I	INE	Spain
20401	V Air	ZV	VAX	Taiwan
20565	Boutique Air (Priv)	4B	BTQ	United States
20577	VOLOTEA Airways	V7	VOE	Spain
20599	INAVIA Internacional	Z5	IIR	Argentina
20607	Liberty Airways	LE	LTY	United States
20657	Bassaka airlines	5B	BSX	Cambodia
20769	VIA Líneas Aéreas	V1	VIA	Argentina
20802	GermanXL	GX	GXG	Germany
20827	Fly France	FF	FRF	France
20881	Europe Jet	EX	EU9	France
20976	World Scale Airlines	W3	WSS	United States
20978	All America US	AG	SSA	United States
20995	BudgetAir	1K	BG1	Germany
21012	Fly One	F5	FI5	Moldova
21131	All America BOPY	0P	PYB	Paraguay
21317	Svyaz Rossiya	7R	SJM	Russia
